Student ID,Decision,Fall Approved Work Period / Faculty,Winter Approved Work Period / Faculty,Summer Approved Work Period / Faculty
260669410,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260669455,Accepted,,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260669491,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260669495,Accepted,28-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260669500,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260669633,Refused,,,
260669683,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260669687,Refused,,,
260669760,Accepted,02-Oct-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260669855,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260669866,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260669869,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260669875,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260669878,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260669921,Accepted,06-Nov-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260669937,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260669938,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260669983,Refused,,,
260669989,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260670081,Accepted,15-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260670273,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260670366,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260670408,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260670427,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260670443,Accepted,15-Aug-2016 to 31-Dec-2016 / MU,,
260670457,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260670673,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260670714,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260670751,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260670773,Refused,,,
260670778,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260670872,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260670981,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 /,
260671136,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260671162,Refused,,,
260671245,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260671292,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,,
260671293,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260671324,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260671344,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260671371,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260671489,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260671643,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,,
260671738,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260671743,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260671745,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260671894,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260671909,Accepted,02-Oct-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260672039,Accepted,,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260672142,Refused,,,
260672233,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260672234,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260672256,Refused,,,
260672272,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,,
260672452,Refused,,,
260672488,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260672561,Refused,,,
260672581,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260672615,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260672657,Refused,,,
260672817,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260672993,Refused,,,
260673074,Refused,,,
260673120,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260673162,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260673171,Refused,,,
260673189,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260673206,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260673397,Accepted,15-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260673563,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260673581,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260673709,Accepted,,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260673728,Accepted,28-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260673799,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260674053,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260674100,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260674101,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260674185,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260674224,Refused,,,
260674264,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260674272,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,,
260674352,Refused,,,
260674407,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260674428,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260674442,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260674503,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260674519,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260674526,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260674533,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260674538,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260674580,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260674614,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260674620,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260674651,Accepted,06-Nov-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260674793,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260674863,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260674899,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260674943,Refused,,,
260675159,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260675196,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260675233,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260675266,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260675369,Accepted,,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260675429,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260675457,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260675636,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260675713,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260675716,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260675729,Refused,,,
260675748,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260675827,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260675897,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260675909,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,,
260675955,Accepted,06-Nov-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260676004,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260676138,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260676161,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260676209,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260676401,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260676491,Refused,,,
260676543,Refused,,,
260676642,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260676645,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260676651,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260676715,Accepted,06-Nov-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260676727,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260676760,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260676767,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260676768,Refused,,,
260676858,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 /
260676967,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260677016,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260677060,Refused,,,
260677123,Accepted,15-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260677143,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260677188,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260677215,Accepted,15-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260677313,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260677369,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260677427,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260677676,Accepted,28-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260677938,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260677959,Accepted,15-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260678020,Accepted,28-Aug-2016 to 31-Dec-2016 / AG,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260678021,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260678073,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260678100,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260678102,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260678188,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260678385,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260678513,Accepted,15-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260678533,Accepted,28-Aug-2016 to 31-Dec-2016 / ED,01-Jan-2017 to 29-Apr-2017 / ED,30-Apr-2017 to 02-Sep-2017 / ED
260678543,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260678570,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260678594,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,,
260678685,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260678875,Accepted,28-Aug-2016 to 31-Dec-2016 / MG,01-Jan-2017 to 29-Apr-2017 / MG,30-Apr-2017 to 02-Sep-2017 / MG
260678914,Refused,,,
260678983,Accepted,28-Aug-2016 to 31-Dec-2016 / NU,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260679076,Refused,,,
260679088,Accepted,28-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260679161,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260679265,Refused,,,
260679282,Accepted,02-Oct-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260679328,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260679362,Refused,,,
260679369,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260679391,Accepted,,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260679436,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260679443,Accepted,28-Aug-2016 to 31-Dec-2016 / AS,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260679523,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260679538,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260679659,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260679721,Refused,,,
260679796,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260679812,Accepted,02-Oct-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260679989,Accepted,02-Oct-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260680307,Refused,,,
260680531,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,
260680555,Accepted,28-Aug-2016 to 31-Dec-2016 / GR,01-Jan-2017 to 29-Apr-2017 / GR,30-Apr-2017 to 02-Sep-2017 / GR
260680733,Accepted,02-Oct-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260680747,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260680764,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260680863,Accepted,,01-Jan-2017 to 29-Apr-2017 / AS,30-Apr-2017 to 02-Sep-2017 / AS
260680896,Refused,,,
260680975,Refused,,,
260681582,Refused,,,
260681737,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260681750,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260681781,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260681986,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260681993,Refused,,,
260682108,Refused,,,
260682110,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260682151,Refused,,,
260682462,Refused,,,
260682635,Refused,,,
260682669,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,
260682759,Accepted,02-Oct-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260682775,Accepted,,01-Jan-2017 to 29-Apr-2017 / NU,30-Apr-2017 to 02-Sep-2017 / NU
260682848,Accepted,06-Nov-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260682867,Refused,,,
260682876,Accepted,28-Aug-2016 to 31-Dec-2016 / EN,01-Jan-2017 to 29-Apr-2017 / EN,30-Apr-2017 to 02-Sep-2017 / EN
260682896,Accepted,15-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
260682918,Refused,,,
260682927,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260682948,Accepted,15-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260682950,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260683095,Accepted,06-Nov-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260683306,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260683446,Accepted,,01-Jan-2017 to 29-Apr-2017 / AG,30-Apr-2017 to 02-Sep-2017 / AG
260683491,Accepted,28-Aug-2016 to 31-Dec-2016 / MU,01-Jan-2017 to 29-Apr-2017 / MU,30-Apr-2017 to 02-Sep-2017 / MU
260683510,Accepted,15-Aug-2016 to 31-Dec-2016 / GR,,
260683552,Accepted,28-Aug-2016 to 31-Dec-2016 / AR,01-Jan-2017 to 29-Apr-2017 / AR,30-Apr-2017 to 02-Sep-2017 / AR
260683604,Refused,,,
260683676,Refused,,,
260683698,Accepted,28-Aug-2016 to 31-Dec-2016 / SC,01-Jan-2017 to 29-Apr-2017 / SC,30-Apr-2017 to 02-Sep-2017 / SC
